ts_event,ofi_best,ofi_multi,ofi_integrated,ofi_cross_asset
2024-10-21 11:59:35+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:36+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:37+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:38+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:41+00:00,1.0,239.0,134.6,0.0
2024-10-21 11:59:42+00:00,0.0,0.0,0.0,1.0
2024-10-21 11:59:43+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:44+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:45+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:46+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:47+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:48+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:49+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:57+00:00,0.0,0.0,0.0,0.0
2024-10-21 11:59:58+00:00,0.0,174.0,149.6,0.0
2024-10-21 11:59:59+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:00+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:01+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:02+00:00,0.0,174.0,149.6,0.0
2024-10-21 12:00:03+00:00,0.0,-200.0,-120.0,0.0
2024-10-21 12:00:04+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:05+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:06+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:07+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:08+00:00,0.0,-400.0,-240.0,0.0
2024-10-21 12:00:09+00:00,0.0,173.0,149.2,0.0
2024-10-21 12:00:10+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:11+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:12+00:00,0.0,354.0,202.6,0.0
2024-10-21 12:00:13+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:14+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:15+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:16+00:00,0.0,-320.0,-275.79999999999995,0.0
2024-10-21 12:00:17+00:00,0.0,200.0,120.0,0.0
2024-10-21 12:00:18+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:19+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:20+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:21+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:31+00:00,0.0,200.0,160.0,0.0
2024-10-21 12:00:32+00:00,0.0,136.0,-7.600000000000001,0.0
2024-10-21 12:00:33+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:34+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:35+00:00,0.0,200.0,160.0,0.0
2024-10-21 12:00:36+00:00,0.0,138.0,-6.800000000000004,0.0
2024-10-21 12:00:37+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:38+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:39+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:40+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:41+00:00,0.0,-400.0,-320.0,0.0
2024-10-21 12:00:42+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:43+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:44+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:45+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:52+00:00,499.0,455.0,406.6,0.0
2024-10-21 12:00:53+00:00,0.0,241.0,136.4,499.0
2024-10-21 12:00:54+00:00,0.0,-26.0,-10.399999999999999,0.0
2024-10-21 12:00:55+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:56+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:57+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:00:58+00:00,0.0,27.0,5.4,0.0
2024-10-21 12:00:59+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:00+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:01+00:00,0.0,-200.0,-120.0,0.0
2024-10-21 12:01:02+00:00,0.0,200.0,120.0,0.0
2024-10-21 12:01:03+00:00,0.0,522.0,307.4,0.0
2024-10-21 12:01:04+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:05+00:00,0.0,173.0,74.6,0.0
2024-10-21 12:01:06+00:00,0.0,1.0,-5.599999999999998,0.0
2024-10-21 12:01:07+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:08+00:00,0.0,229.0,125.8,0.0
2024-10-21 12:01:09+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:10+00:00,1.0,926.0,570.0,0.0
2024-10-21 12:01:11+00:00,0.0,0.0,0.0,1.0
2024-10-21 12:01:12+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:13+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:14+00:00,0.0,28.0,5.6000000000000005,0.0
2024-10-21 12:01:15+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:16+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:17+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:18+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:34+00:00,0.0,415.0,162.99999999999997,0.0
2024-10-21 12:01:35+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:36+00:00,0.0,-228.0,-176.8,0.0
2024-10-21 12:01:37+00:00,-200.0,200.0,120.0,0.0
2024-10-21 12:01:38+00:00,-200.0,-377.0,-272.20000000000005,-200.0
2024-10-21 12:01:39+00:00,0.0,0.0,0.0,-200.0
2024-10-21 12:01:40+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:41+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:42+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:43+00:00,0.0,0.0,11.2,0.0
2024-10-21 12:01:44+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:45+00:00,0.0,226.0,85.19999999999999,0.0
2024-10-21 12:01:46+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:47+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:48+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:49+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:50+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:51+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:52+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:53+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:54+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:01:55+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:00+00:00,1.0,1.0,1.0,0.0
2024-10-21 12:02:01+00:00,0.0,0.0,0.0,1.0
2024-10-21 12:02:02+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:03+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:04+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:05+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:06+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:07+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:08+00:00,-200.0,-603.0,-386.2,0.0
2024-10-21 12:02:09+00:00,0.0,0.0,0.0,-200.0
2024-10-21 12:02:10+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:11+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:12+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:18+00:00,0.0,400.0,159.99999999999997,0.0
2024-10-21 12:02:19+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:20+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:21+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:22+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:23+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:31+00:00,0.0,0.0,0.0,0.0
